wafer_id,site,site_value
wf0090,S8,592.356
wf0090,S9,612.215
wf0090,S10,633.353
wf0090,S11,612.926
wf0090,S12,620.308
wf0090,S13,618.44
wf0091,S1,638.3
wf0091,S2,636.603
wf0091,S3,629.6
wf0091,S4,632.123
wf0091,S5,618.529
wf0091,S6,645.891
wf0091,S7,646.525
wf0091,S8,628.82
wf0091,S9,648.818
wf0091,S10,654.82
wf0091,S11,631.199
wf0091,S12,650.487
wf0091,S13,649.146
wf0092,S1,652.299
wf0092,S2,642.15
wf0092,S3,631.178
wf0092,S4,641.315
wf0092,S5,615.038
wf0092,S6,601.489
wf0092,S7,627.024
wf0092,S8,637.556
wf0092,S9,636.385
wf0092,S10,640.846
wf0092,S11,619.639
wf0092,S12,622.94
wf0092,S13,636.839
wf0093,S1,592.903
wf0093,S2,595.38
wf0093,S3,599.711
wf0093,S4,616.754
wf0093,S5,584.114
wf0093,S6,602.993
wf0093,S7,597.724
wf0093,S8,608.594
wf0093,S9,607.032
wf0093,S10,600.882
wf0093,S11,594.399
wf0093,S12,595.98
wf0093,S13,588.299
wf0094,S1,631.361
wf0094,S2,620.749
wf0094,S3,656.578
wf0094,S4,597.891
wf0094,S5,688.151
wf0094,S6,640.981
wf0094,S7,646.36
wf0094,S8,654.61
wf0094,S9,606.521
wf0094,S10,676.154
wf0094,S11,637.068
wf0094,S12,600.508
wf0094,S13,628.449
wf0095,S1,677.569
wf0095,S2,647.669
wf0095,S3,685.039
wf0095,S4,659.607
wf0095,S5,668.272
wf0095,S6,670.026
wf0095,S7,655.603
wf0095,S8,658.595
wf0095,S9,652.279
wf0095,S10,663.475
wf0095,S11,670.673
wf0095,S12,661.335
wf0095,S13,689.441
wf0096,S1,655.032
wf0096,S2,630.079
wf0096,S3,633.325
wf0096,S4,643.892
wf0096,S5,625.346
wf0096,S6,652.858
wf0096,S7,654.037
wf0096,S8,640.204
wf0096,S9,662.647
wf0096,S10,659.989
wf0096,S11,634.055
wf0096,S12,635.941
wf0096,S13,637.375
wf0097,S1,652.825
wf0097,S2,638.894
wf0097,S3,655.776
wf0097,S4,627.973
wf0097,S5,627.539
wf0097,S6,605.543
wf0097,S7,640.203
wf0097,S8,642.619
wf0097,S9,634.995
wf0097,S10,639.743
wf0097,S11,654.207
wf0097,S12,645.199
wf0097,S13,629.579
wf0098,S1,644.378
wf0098,S2,663.98
wf0098,S3,626.4
wf0098,S4,626.142
wf0098,S5,622.653
wf0098,S6,653.384
wf0098,S7,636.366
wf0098,S8,675.275
wf0098,S9,658.247
wf0098,S10,643.909
wf0098,S11,634.561
wf0098,S12,636.437
wf0098,S13,634.622
wf0099,S1,649.345
wf0099,S2,663.536
wf0099,S3,644.677
wf0099,S4,645.397
wf0099,S5,623.273
wf0099,S6,622.402
wf0099,S7,668.195
wf0099,S8,633.989
wf0099,S9,656.115
wf0099,S10,647.413
wf0099,S11,641.104
wf0099,S12,653.277
wf0099,S13,664.433
wf0100,S1,625.733
wf0100,S2,647.683
wf0100,S3,629.485
wf0100,S4,621.964
wf0100,S5,644.259
wf0100,S6,635.631
wf0100,S7,641.171
wf0100,S8,623.131
wf0100,S9,635.075
wf0100,S10,610.162
wf0100,S11,621.021
wf0100,S12,642.924
wf0100,S13,615.775
wf0101,S1,627.438
wf0101,S2,604.848
wf0101,S3,619.666
wf0101,S4,617.743
wf0101,S5,613.653
wf0101,S6,607.761
wf0101,S7,611.858
wf0101,S8,635.857
wf0101,S9,620.487
wf0101,S10,608.81
wf0101,S11,627.855
wf0101,S12,636.067
wf0101,S13,601.183
wf0102,S1,684.477
wf0102,S2,639.695
wf0102,S3,675.986
wf0102,S4,625.204
wf0102,S5,666.567
wf0102,S6,610.691
wf0102,S7,668.882
wf0102,S8,683.844
wf0102,S9,667.46
wf0102,S10,618.871
wf0102,S11,696.913
wf0102,S12,674.049
wf0102,S13,661.469
wf0103,S1,635.42
wf0103,S2,613.25
wf0103,S3,656.934
wf0103,S4,634.797
wf0103,S5,618.641
wf0103,S6,616.946
wf0103,S7,627.343
wf0103,S8,617.744
wf0103,S9,630.953
wf0103,S10,618.767
wf0103,S11,643.999
wf0103,S12,620.782
wf0103,S13,652.986
wf0104,S1,636.338
wf0104,S2,630.665
wf0104,S3,636.716
wf0104,S4,651.204
wf0104,S5,629.551
wf0104,S6,649.451
wf0104,S7,631.889
wf0104,S8,663.955
wf0104,S9,654.825
wf0104,S10,658.404
wf0104,S11,646.367
wf0104,S12,649.122
wf0104,S13,637.466
wf0105,S1,644.875
wf0105,S2,654.529
wf0105,S3,607.669
wf0105,S4,620.031
wf0105,S5,567.052
wf0105,S6,656.847
wf0105,S7,614.46
wf0105,S8,658.544
wf0105,S9,601.442
wf0105,S10,638.499
wf0105,S11,614.839
wf0105,S12,582.202
wf0105,S13,602.142
wf0106,S1,671.502
wf0106,S2,658.12
wf0106,S3,647.634
wf0106,S4,657.648
wf0106,S5,667.532
wf0106,S6,659.808
wf0106,S7,676.209
wf0106,S8,655.188
wf0106,S9,661.392
wf0106,S10,680.715
wf0106,S11,669.341
wf0106,S12,673.86
wf0106,S13,647.389
wf0107,S1,552.127
wf0107,S2,563.43
wf0107,S3,566.803
wf0107,S4,567.9
wf0107,S5,548.575
wf0107,S6,556.702
wf0107,S7,577.311
wf0107,S8,579.35
wf0107,S9,568.741
wf0107,S10,555.934
wf0107,S11,565.972
wf0107,S12,566.54
wf0107,S13,555.766
wf0108,S1,591.348
wf0108,S2,631.878
wf0108,S3,621.146
wf0108,S4,621.524
wf0108,S5,602.999
wf0108,S6,617.063
wf0108,S7,621.166
wf0108,S8,585.647
wf0108,S9,619.259
wf0108,S10,599.948
wf0108,S11,607.646
wf0108,S12,621.896
wf0108,S13,605.538
wf0109,S1,557.056
wf0109,S2,569.066
wf0109,S3,548.367
wf0109,S4,558.493
wf0109,S5,570.29
wf0109,S6,559.474
wf0109,S7,559.932
wf0109,S8,573.867
wf0109,S9,574.536
wf0109,S10,555.929
wf0109,S11,572.762
wf0109,S12,554.295
wf0109,S13,553.144
wf0110,S1,657.152
wf0110,S2,667.863
wf0110,S3,654.143
wf0110,S4,643.557
wf0110,S5,657.323
wf0110,S6,647.129
wf0110,S7,645.052
wf0110,S8,674.393
wf0110,S9,648.576
wf0110,S10,647.834
wf0110,S11,644.665
wf0110,S12,655.796
wf0110,S13,652.2
wf0111,S1,613.493
wf0111,S2,624.465
wf0111,S3,623.339
wf0111,S4,610.739
wf0111,S5,600.885
wf0111,S6,612.512
wf0111,S7,614.972
wf0111,S8,630.886
wf0111,S9,604.819
wf0111,S10,596.024
wf0111,S11,620.245
wf0111,S12,608.949
wf0111,S13,630.691
wf0112,S1,653.907
wf0112,S2,652.022
wf0112,S3,656.22
wf0112,S4,669.676
wf0112,S5,599.565
wf0112,S6,657.659
wf0112,S7,635.185
wf0112,S8,726.359
wf0112,S9,571.835
wf0112,S10,593.642
wf0112,S11,657.835
wf0112,S12,658.269
wf0112,S13,615.527
wf0113,S1,621.617
wf0113,S2,647.438
wf0113,S3,617.806
wf0113,S4,608.372
wf0113,S5,614.927
wf0113,S6,604.532
wf0113,S7,604.449
wf0113,S8,635.21
wf0113,S9,628.565
wf0113,S10,617.03
wf0113,S11,615.738
wf0113,S12,641.955
wf0113,S13,625.892
wf0114,S1,587.632
wf0114,S2,611.656
wf0114,S3,610.678
wf0114,S4,614.042
wf0114,S5,614.898
wf0114,S6,573.941
wf0114,S7,619.276
wf0114,S8,611.954
wf0114,S9,609.56
wf0114,S10,599.424
wf0114,S11,593.602
wf0114,S12,597.548
wf0114,S13,595.062
wf0115,S1,622.069
wf0115,S2,604.996
wf0115,S3,602.578
wf0115,S4,619.062
wf0115,S5,618.33
wf0115,S6,622.416
wf0115,S7,623.006
wf0115,S8,618.957
wf0115,S9,623.736
wf0115,S10,603.449
wf0115,S11,622.958
wf0115,S12,619.039
wf0115,S13,616.336
wf0116,S1,592.621
wf0116,S2,615.973
wf0116,S3,633.943
wf0116,S4,635.88
wf0116,S5,611.758
wf0116,S6,647.295
wf0116,S7,623.529
wf0116,S8,632.471
wf0116,S9,635.41
wf0116,S10,599.295
wf0116,S11,609.866
wf0116,S12,601.595
wf0116,S13,636.181
wf0117,S1,640.706
wf0117,S2,646.783
wf0117,S3,658.427
wf0117,S4,647.01
wf0117,S5,652.487
wf0117,S6,643.258
wf0117,S7,639.294
wf0117,S8,656.967
wf0117,S9,637.824
wf0117,S10,643.189
wf0117,S11,626.388
wf0117,S12,649.826
wf0117,S13,647.999
wf0118,S1,606.906
wf0118,S2,624.609
wf0118,S3,601.701
wf0118,S4,617.422
wf0118,S5,604.486
wf0118,S6,621.432
wf0118,S7,622.163
wf0118,S8,612.877
wf0118,S9,596.288
wf0118,S10,605.866
wf0118,S11,632.912
wf0118,S12,607.271
wf0118,S13,605.922
wf0119,S1,577.036
wf0119,S2,584.263
wf0119,S3,606.621
wf0119,S4,600.008
wf0119,S5,601.13
wf0119,S6,565.066
wf0119,S7,586.796
wf0119,S8,594.566
wf0119,S9,588.744
wf0119,S10,591.376
wf0119,S11,571.749
wf0119,S12,577.16
wf0119,S13,596.795
wf0120,S1,605.518
wf0120,S2,615.057
wf0120,S3,642.131
wf0120,S4,605.751
wf0120,S5,608.299
wf0120,S6,585.842
wf0120,S7,616.511
wf0120,S8,631.716
wf0120,S9,612.203
wf0120,S10,589.083
wf0120,S11,606.133
wf0120,S12,604.777
wf0120,S13,612.739
wf0121,S1,652.682
wf0121,S2,674.332
wf0121,S3,658.953
wf0121,S4,686.171
wf0121,S5,686.081
wf0121,S6,676.999
wf0121,S7,668.678
wf0121,S8,669.179
wf0121,S9,664.376
wf0121,S10,672.858
wf0121,S11,651.994
wf0121,S12,675.008
wf0121,S13,676.741
wf0122,S1,683.084
wf0122,S2,667.449
wf0122,S3,673.184
wf0122,S4,654.427
wf0122,S5,676.133
wf0122,S6,687.942
wf0122,S7,688.152
wf0122,S8,675.124
wf0122,S9,661.551
wf0122,S10,644.437
wf0122,S11,669.731
wf0122,S12,664.844
wf0122,S13,682.607
wf0123,S1,633.429
wf0123,S2,618.243
wf0123,S3,623.674
wf0123,S4,632.832
wf0123,S5,614.846
wf0123,S6,639.725
wf0123,S7,623.318
wf0123,S8,631.684
wf0123,S9,649.788
wf0123,S10,636.189
wf0123,S11,630.876
wf0123,S12,637.032
wf0123,S13,622.28
wf0124,S1,586.52
wf0124,S2,604.044
wf0124,S3,593.619
wf0124,S4,588.294
wf0124,S5,602.923
wf0124,S6,597.516
wf0124,S7,596.749
wf0124,S8,577.877
wf0124,S9,612.482
wf0124,S10,596.717
wf0124,S11,597.708
wf0124,S12,607.027
wf0124,S13,614.596
wf0125,S1,602.63
wf0125,S2,609.677
wf0125,S3,585.551
wf0125,S4,608.452
wf0125,S5,588.037
wf0125,S6,603.967
wf0125,S7,587.038
wf0125,S8,607.389
wf0125,S9,590.373
wf0125,S10,600.933
wf0125,S11,606.288
wf0125,S12,599.73
wf0125,S13,603.861
wf0126,S1,636.089
wf0126,S2,642.984
wf0126,S3,640.203
wf0126,S4,609.842
wf0126,S5,643.1
wf0126,S6,629.705
wf0126,S7,633.606
wf0126,S8,640.474
wf0126,S9,646.542
wf0126,S10,615.267
wf0126,S11,604.741
wf0126,S12,629.675
wf0126,S13,634.413
wf0127,S1,640.668
wf0127,S2,627.958
wf0127,S3,618.357
wf0127,S4,639.684
wf0127,S5,613.091
wf0127,S6,640.368
wf0127,S7,623.719
wf0127,S8,625.987
wf0127,S9,628.804
wf0127,S10,607.984
wf0127,S11,626.834
wf0127,S12,633.347
wf0127,S13,641.748
wf0128,S1,593.623
wf0128,S2,609.981
wf0128,S3,611.667
wf0128,S4,602.618
wf0128,S5,619.726
wf0128,S6,619.524
wf0128,S7,602.401
wf0128,S8,609.785
wf0128,S9,636.823
wf0128,S10,643.107
wf0128,S11,618.156
wf0128,S12,601.788
wf0128,S13,598.177
wf0129,S1,611.405
wf0129,S2,637.109
wf0129,S3,623.986
wf0129,S4,620.32
wf0129,S5,611.228
wf0129,S6,629.346
wf0129,S7,613.637
wf0129,S8,632.273
wf0129,S9,617.778
wf0129,S10,616.72
wf0129,S11,619.168
wf0129,S12,618.116
wf0129,S13,600.931
wf0130,S1,634.62
wf0130,S2,668.764
wf0130,S3,656.014
wf0130,S4,638.163
wf0130,S5,639.741
wf0130,S6,646.098
wf0130,S7,625.864
wf0130,S8,653.184
wf0130,S9,648.783
wf0130,S10,646.162
wf0130,S11,657.376
wf0130,S12,625.011
wf0130,S13,642.434
wf0131,S1,616.25
wf0131,S2,623.013
wf0131,S3,600.422
wf0131,S4,609.332
wf0131,S5,600.986
wf0131,S6,630.141
wf0131,S7,609.625
wf0131,S8,635.12
wf0131,S9,623.202
wf0131,S10,626.301
wf0131,S11,614.449
wf0131,S12,632.675
wf0131,S13,605.643
wf0132,S1,605.694
wf0132,S2,633.909
wf0132,S3,637.809
wf0132,S4,621.604
wf0132,S5,607.94
wf0132,S6,631.979
wf0132,S7,616.821
wf0132,S8,618.566
wf0132,S9,605.645
wf0132,S10,616.786
wf0132,S11,620.342
wf0132,S12,595.842
wf0132,S13,618.781
wf0133,S1,665.588
wf0133,S2,633.93
wf0133,S3,629.623
wf0133,S4,638.243
wf0133,S5,649.442
wf0133,S6,633.154
wf0133,S7,627.831
wf0133,S8,634.38
wf0133,S9,647.154
wf0133,S10,621.089
wf0133,S11,616.556
wf0133,S12,626.125
wf0133,S13,641.265
wf0134,S1,611.471
wf0134,S2,581.44
wf0134,S3,600.404
wf0134,S4,575.969
wf0134,S5,591.038
wf0134,S6,628.362
wf0134,S7,618.08
wf0134,S8,586.106
wf0134,S9,613.059
wf0134,S10,585.378
wf0134,S11,580.986
wf0134,S12,647.115
wf0134,S13,635.281
wf0135,S1,576.538
wf0135,S2,555.089
wf0135,S3,553.114
wf0135,S4,560.495
wf0135,S5,553.935
wf0135,S6,586.103
wf0135,S7,562.106
wf0135,S8,568.824
wf0135,S9,564.934
wf0135,S10,557.682
wf0135,S11,539.521
wf0135,S12,554.003
wf0135,S13,550.909
wf0136,S1,623.67
wf0136,S2,635.301
wf0136,S3,625.634
wf0136,S4,625.104
wf0136,S5,597.592
wf0136,S6,646.518
wf0136,S7,631.335
wf0136,S8,616.584
wf0136,S9,639.925
wf0136,S10,659.935
wf0136,S11,619.401
wf0136,S12,639.873
wf0136,S13,619.238
wf0137,S1,621.891
wf0137,S2,618.029
wf0137,S3,615.439
wf0137,S4,627.392
wf0137,S5,638.443
wf0137,S6,609.436
wf0137,S7,623.603
wf0137,S8,596.886
wf0137,S9,618.133
wf0137,S10,616.445
wf0137,S11,629.835
wf0137,S12,632.38
wf0137,S13,640.079
wf0138,S1,618.675
wf0138,S2,623.259
wf0138,S3,608.892
wf0138,S4,627.988
wf0138,S5,611.873
wf0138,S6,636.247
wf0138,S7,620.976
wf0138,S8,623.074
wf0138,S9,640.386
wf0138,S10,611.352
wf0138,S11,608.517
wf0138,S12,632.88
wf0138,S13,631.613
wf0139,S1,631.377
wf0139,S2,644.834
wf0139,S3,632.517
wf0139,S4,615.613
wf0139,S5,622.998
wf0139,S6,624.026
wf0139,S7,610.171
wf0139,S8,643.743
wf0139,S9,612.943
wf0139,S10,631.46
wf0139,S11,608.206
wf0139,S12,622.461
wf0139,S13,627.957
wf0140,S1,660.406
wf0140,S2,632.369
wf0140,S3,637.106
wf0140,S4,652.94
wf0140,S5,609.421
wf0140,S6,651.615
wf0140,S7,642.864
wf0140,S8,662.62
wf0140,S9,650.746
wf0140,S10,661.358
wf0140,S11,642.478
wf0140,S12,657.108
wf0140,S13,639.595
wf0141,S1,594.095
wf0141,S2,594.289
wf0141,S3,568.939
wf0141,S4,582.032
wf0141,S5,579.59
wf0141,S6,576.416
wf0141,S7,571.592
wf0141,S8,577.54
wf0141,S9,572.28
wf0141,S10,562.933
wf0141,S11,576.384
wf0141,S12,586.597
wf0141,S13,591.759
wf0142,S1,638.369
wf0142,S2,641.277
wf0142,S3,637.1
wf0142,S4,621.491
wf0142,S5,630.913
wf0142,S6,664.468
wf0142,S7,638.796
wf0142,S8,632.453
wf0142,S9,645.874
wf0142,S10,629.746
wf0142,S11,657.214
wf0142,S12,653.742
wf0142,S13,630.251
wf0143,S1,613.238
wf0143,S2,624.365
wf0143,S3,619.091
wf0143,S4,624.973
wf0143,S5,629.754
wf0143,S6,604.612
wf0143,S7,634.291
wf0143,S8,600.986
wf0143,S9,636.266
wf0143,S10,632.078
wf0143,S11,626.419
wf0143,S12,613.53
wf0143,S13,630.781
wf0144,S1,623.904
wf0144,S2,609.975
wf0144,S3,603.503
wf0144,S4,604.653
wf0144,S5,632.851
wf0144,S6,614.738
wf0144,S7,622.459
wf0144,S8,607.158
wf0144,S9,608.719
wf0144,S10,603.542
wf0144,S11,611.546
wf0144,S12,634.463
wf0144,S13,610.34
wf0145,S1,638.97
wf0145,S2,617.65
wf0145,S3,621.037
wf0145,S4,639.243
wf0145,S5,632.135
wf0145,S6,622.548
wf0145,S7,619.102
wf0145,S8,615.178
wf0145,S9,628.804
wf0145,S10,627.415
wf0145,S11,630.946
wf0145,S12,637.63
wf0145,S13,615.073
wf0146,S1,606.346
wf0146,S2,655.531
wf0146,S3,545.584
wf0146,S4,658.163
wf0146,S5,660.411
wf0146,S6,714.596
wf0146,S7,638.92
wf0146,S8,693.875
wf0146,S9,616.185
wf0146,S10,673.793
wf0146,S11,538.846
wf0146,S12,662.903
wf0146,S13,676.521
wf0147,S1,655.72
wf0147,S2,652.996
wf0147,S3,659.538
wf0147,S4,636.434
wf0147,S5,639.733
wf0147,S6,633.2
wf0147,S7,652.137
wf0147,S8,649.165
wf0147,S9,675.067
wf0147,S10,622.784
wf0147,S11,648.198
wf0147,S12,647.797
wf0147,S13,645.841
wf0148,S1,636.004
wf0148,S2,605.539
wf0148,S3,606.97
wf0148,S4,629.125
wf0148,S5,615.677
wf0148,S6,629.587
wf0148,S7,637.74
wf0148,S8,607.276
wf0148,S9,621.403
wf0148,S10,635.61
wf0148,S11,608.85
wf0148,S12,613.823
wf0148,S13,607.263
wf0149,S1,603.919
wf0149,S2,603.009
wf0149,S3,619.446
wf0149,S4,622.273
wf0149,S5,629.701
wf0149,S6,618.15
wf0149,S7,611.9
wf0149,S8,633.369
wf0149,S9,596.907
wf0149,S10,605.502
wf0149,S11,636.708
wf0149,S12,633.757
wf0149,S13,616.166
wf0150,S1,575.078
wf0150,S2,640.449
wf0150,S3,631.626
wf0150,S4,576.487
wf0150,S5,605.264
wf0150,S6,660.584
wf0150,S7,591.677
wf0150,S8,637.428
wf0150,S9,654.958
wf0150,S10,614.78
wf0150,S11,650.156
wf0150,S12,621.509
wf0150,S13,565.581
wf0151,S1,600.514
wf0151,S2,608.941
wf0151,S3,612.675
wf0151,S4,619.086
wf0151,S5,619.334
wf0151,S6,626.366
wf0151,S7,594.089
wf0151,S8,587.811
wf0151,S9,597.731
wf0151,S10,597.25
wf0151,S11,601.498
wf0151,S12,613.266
wf0151,S13,591.817
wf0152,S1,650.449
wf0152,S2,631.443
wf0152,S3,714.048
wf0152,S4,723.086
wf0152,S5,681.168
wf0152,S6,631.372
wf0152,S7,642.506
wf0152,S8,643.333
wf0152,S9,700.83
wf0152,S10,679.316
wf0152,S11,606.759
wf0152,S12,629.789
wf0152,S13,732.57
wf0153,S1,686.533
wf0153,S2,711.487
wf0153,S3,685.292
wf0153,S4,674.551
wf0153,S5,703.91
wf0153,S6,721.699
wf0153,S7,683.894
wf0153,S8,707.307
wf0153,S9,710.317
wf0153,S10,702.653
wf0153,S11,698.637
wf0153,S12,671.583
wf0153,S13,706.683
wf0154,S1,614.892
wf0154,S2,637.508
wf0154,S3,597.839
wf0154,S4,607.082
wf0154,S5,589.732
wf0154,S6,619.193
wf0154,S7,628.155
wf0154,S8,606.322
wf0154,S9,618.668
wf0154,S10,605.633
wf0154,S11,623.46
wf0154,S12,614.715
wf0154,S13,626.392
wf0155,S1,632.047
wf0155,S2,674.702
wf0155,S3,668.491
wf0155,S4,647.861
wf0155,S5,682.326
wf0155,S6,633.649
wf0155,S7,644.02
wf0155,S8,660.69
wf0155,S9,658.827
wf0155,S10,662.934
wf0155,S11,661.689
wf0155,S12,664.359
wf0155,S13,671.805
wf0156,S1,622.292
wf0156,S2,648.825
wf0156,S3,648.931
wf0156,S4,643.767
wf0156,S5,631.26
wf0156,S6,634.352
wf0156,S7,645.034
wf0156,S8,637.667
wf0156,S9,638.534
wf0156,S10,624.396
wf0156,S11,641.546
wf0156,S12,622.91
wf0156,S13,652.241
wf0157,S1,641.522
wf0157,S2,615.512
wf0157,S3,627.352
wf0157,S4,623.966
wf0157,S5,632.093
wf0157,S6,626.85
wf0157,S7,617.608
wf0157,S8,615.388
wf0157,S9,638.795
wf0157,S10,631.908
wf0157,S11,610.675
wf0157,S12,638.258
wf0157,S13,640.798
wf0158,S1,693.897
wf0158,S2,673.491
wf0158,S3,648.925
wf0158,S4,652.771
wf0158,S5,649.178
wf0158,S6,664.666
wf0158,S7,640.411
wf0158,S8,646.663
wf0158,S9,648.155
wf0158,S10,636.924
wf0158,S11,650.556
wf0158,S12,668.987
wf0158,S13,644.455
wf0159,S1,646.417
wf0159,S2,644.835
wf0159,S3,642.558
wf0159,S4,666.727
wf0159,S5,650.339
wf0159,S6,653.635
wf0159,S7,653.704
wf0159,S8,637.977
wf0159,S9,642.968
wf0159,S10,661.128
wf0159,S11,647.168
wf0159,S12,656.123
wf0159,S13,646.459
wf0160,S1,634.025
wf0160,S2,614.588
wf0160,S3,642.775
wf0160,S4,633.824
wf0160,S5,622.166
wf0160,S6,632.633
wf0160,S7,650.446
wf0160,S8,641.006
wf0160,S9,623.319
wf0160,S10,644.573
wf0160,S11,666.293
wf0160,S12,609.707
wf0160,S13,656.39
wf0161,S1,610.769
wf0161,S2,635.71
wf0161,S3,644.12
wf0161,S4,624.019
wf0161,S5,615.019
wf0161,S6,624.759
wf0161,S7,624.726
wf0161,S8,623.338
wf0161,S9,608.773
wf0161,S10,613.115
wf0161,S11,633.339
wf0161,S12,610.673
wf0161,S13,604.731
wf0162,S1,665.143
wf0162,S2,551.508
wf0162,S3,605.109
wf0162,S4,673.846
wf0162,S5,591.937
wf0162,S6,658.497
wf0162,S7,609.979
wf0162,S8,637.8
wf0162,S9,585.839
wf0162,S10,632.968
wf0162,S11,636.821
wf0162,S12,596.318
wf0162,S13,663.422
wf0163,S1,595.267
wf0163,S2,601.981
wf0163,S3,595.423
wf0163,S4,599.079
wf0163,S5,610.671
wf0163,S6,601.954
wf0163,S7,600.712
wf0163,S8,627.378
wf0163,S9,600.617
wf0163,S10,601.206
wf0163,S11,620.145
wf0163,S12,606.682
wf0163,S13,631.235
wf0164,S1,637.305
wf0164,S2,665.453
wf0164,S3,629.491
wf0164,S4,669.262
wf0164,S5,620.661
wf0164,S6,648.105
wf0164,S7,630.903
wf0164,S8,647.753
wf0164,S9,630.531
wf0164,S10,645.013
wf0164,S11,640.914
wf0164,S12,649.794
wf0164,S13,650.049
wf0165,S1,627.491
wf0165,S2,603.96
wf0165,S3,621.363
wf0165,S4,622.137
wf0165,S5,618.697
wf0165,S6,640.68
wf0165,S7,626.128
wf0165,S8,594.332
wf0165,S9,618.895
wf0165,S10,607.078
wf0165,S11,628.519
wf0165,S12,621.845
wf0165,S13,625.391
wf0166,S1,614.502
wf0166,S2,647.181
wf0166,S3,600.675
wf0166,S4,648.513
wf0166,S5,714.788
wf0166,S6,665.866
wf0166,S7,692.709
wf0166,S8,660.725
wf0166,S9,728.19
wf0166,S10,675.841
wf0166,S11,652.701
wf0166,S12,642.656
wf0166,S13,670.308
wf0167,S1,490.756
wf0167,S2,491.974
wf0167,S3,517.189
wf0167,S4,507.162
wf0167,S5,473.147
wf0167,S6,490.897
wf0167,S7,507.794
wf0167,S8,496.141
wf0167,S9,498.215
wf0167,S10,470.571
wf0167,S11,517.129
wf0167,S12,483.444
wf0167,S13,496.069
wf0168,S1,653.887
wf0168,S2,629.937
wf0168,S3,632.89
wf0168,S4,617.271
wf0168,S5,637.758
wf0168,S6,617.132
wf0168,S7,621.337
wf0168,S8,633.434
wf0168,S9,631.37
wf0168,S10,650.284
wf0168,S11,650.372
wf0168,S12,640.442
wf0168,S13,614.786
wf0169,S1,608.889
wf0169,S2,610.313
wf0169,S3,609.332
wf0169,S4,594.761
wf0169,S5,607.903
wf0169,S6,614.395
wf0169,S7,619.789
wf0169,S8,600.417
wf0169,S9,610.232
wf0169,S10,610.443
wf0169,S11,608.686
wf0169,S12,611.646
wf0169,S13,614.873
wf0170,S1,635.941
wf0170,S2,636.951
wf0170,S3,631.191
wf0170,S4,641.706
wf0170,S5,651.968
wf0170,S6,620.206
wf0170,S7,625.543
wf0170,S8,645.028
wf0170,S9,661.998
wf0170,S10,645.514
wf0170,S11,619.3
wf0170,S12,635.693
wf0170,S13,626.622
wf0171,S1,636.989
wf0171,S2,643.373
wf0171,S3,623.151
wf0171,S4,672.655
wf0171,S5,652.267
wf0171,S6,649.285
wf0171,S7,625.197
wf0171,S8,632.457
wf0171,S9,625.002
wf0171,S10,628.088
wf0171,S11,631.217
wf0171,S12,650.729
wf0171,S13,633.485
wf0172,S1,619.388
wf0172,S2,638.243
wf0172,S3,640.519
wf0172,S4,607.75
wf0172,S5,622.218
wf0172,S6,642.184
wf0172,S7,598.166
wf0172,S8,635.173
wf0172,S9,618.667
wf0172,S10,618.549
wf0172,S11,623.872
wf0172,S12,598.912
wf0172,S13,596.238
wf0173,S1,642.635
wf0173,S2,640.067
wf0173,S3,645.3
wf0173,S4,623.828
wf0173,S5,598.033
wf0173,S6,625.327
wf0173,S7,616.832
wf0173,S8,632.791
wf0173,S9,625.184
wf0173,S10,642.817
wf0173,S11,638.633
wf0173,S12,634.242
wf0173,S13,604.371
wf0174,S1,641.854
wf0174,S2,628.309
wf0174,S3,634.959
wf0174,S4,642.84
wf0174,S5,660.842
wf0174,S6,646.303
wf0174,S7,666.055
wf0174,S8,658.157
wf0174,S9,643.652
wf0174,S10,636.493
wf0174,S11,658.752
wf0174,S12,633.503
wf0174,S13,636.987
wf0175,S1,625.199
wf0175,S2,635.118
wf0175,S3,623.371
wf0175,S4,613.863
wf0175,S5,621.581
wf0175,S6,633.104
wf0175,S7,634.843
wf0175,S8,638.491
wf0175,S9,630.695
wf0175,S10,627.072
wf0175,S11,635.253
wf0175,S12,615.442
wf0175,S13,628.85
wf0176,S1,588.237
wf0176,S2,614.516
wf0176,S3,620.976
wf0176,S4,617.229
wf0176,S5,631.714
wf0176,S6,602.246
wf0176,S7,610.31
wf0176,S8,622.239
wf0176,S9,622.249
wf0176,S10,613.027
wf0176,S11,604.203
wf0176,S12,613.913
wf0176,S13,616.311
wf0177,S1,632.463
wf0177,S2,634.661
wf0177,S3,656.713
wf0177,S4,652.264
wf0177,S5,648.065
wf0177,S6,635.244
wf0177,S7,635.089
wf0177,S8,648.688
wf0177,S9,646.51
wf0177,S10,659.232
wf0177,S11,672.276
wf0177,S12,660.682
wf0177,S13,643.321
wf0178,S1,621.543
wf0178,S2,641.333
wf0178,S3,622.904
wf0178,S4,636.579
wf0178,S5,639.685
wf0178,S6,653.658
wf0178,S7,633.769
wf0178,S8,634.482
wf0178,S9,634.567
wf0178,S10,626.765
wf0178,S11,619.561
wf0178,S12,645.676
wf0178,S13,628.116
wf0179,S1,593.616
wf0179,S2,619.871
wf0179,S3,618.054
wf0179,S4,609.257
wf0179,S5,603.884
wf0179,S6,603.894
wf0179,S7,606.772
wf0179,S8,601.605
wf0179,S9,612.681
wf0179,S10,622.156
wf0179,S11,604.071
wf0179,S12,582.581
wf0179,S13,575.429
wf0180,S1,668.39
wf0180,S2,702.4
