replicate,design,method,condition_number,n_components,distance
123,ccd,pls,3.590690643133159,8.0,0.0852401583271567
123,ccd,ols,3.590690643133159,,0.08524015832718237
123,correlated,pls,338.35211915777563,4.0,2.52088186987498
123,correlated,ols,338.35211915777563,,0.8862018689974381
124,ccd,pls,3.590690643133159,5.0,0.1166916728954966
124,ccd,ols,3.590690643133159,,0.11669167289550544
124,correlated,pls,441.9567816938373,8.0,1.5038342795980926
124,correlated,ols,441.9567816938373,,1.4977392681824757
125,ccd,pls,3.590690643133159,5.0,0.19304250292865993
125,ccd,ols,3.590690643133159,,0.19304250292866737
125,correlated,pls,405.08322038083764,6.0,18.256058531840726
125,correlated,ols,405.08322038083764,,1.599860885050606
126,ccd,pls,3.590690643133159,5.0,0.12442914456833425
126,ccd,ols,3.590690643133159,,0.12442914456833644
126,correlated,pls,281.27143065910326,8.0,1.2246242359707071
126,correlated,ols,281.27143065910326,,1.2291161216225883
127,ccd,pls,3.590690643133159,8.0,0.11964236531867196
127,ccd,ols,3.590690643133159,,0.11964236531866174
127,correlated,pls,309.00214420944,4.0,1.0106217159427175
127,correlated,ols,309.00214420944,,1.145890758080988
128,ccd,pls,3.590690643133159,6.0,0.07873371491953197
128,ccd,ols,3.590690643133159,,0.0787337149195499
128,correlated,pls,224.42664204527898,6.0,0.8667153408689299
128,correlated,ols,224.42664204527898,,2.26955517210117
129,ccd,pls,3.590690643133159,5.0,0.04136543389752871
129,ccd,ols,3.590690643133159,,0.04136543389753257
129,correlated,pls,311.4871110164515,5.0,0.960604429093249
129,correlated,ols,311.4871110164515,,0.9833431518999326
130,ccd,pls,3.590690643133159,9.0,0.26383823867886846
130,ccd,ols,3.590690643133159,,0.26383823867844314
130,correlated,pls,428.05016224034625,5.0,6.899090093071265
130,correlated,ols,428.05016224034625,,1.6848640422433403
131,ccd,pls,3.590690643133159,5.0,0.2026709687512219
131,ccd,ols,3.590690643133159,,0.20267096875121537
131,correlated,pls,183.6064345763827,6.0,2.5839376499701507
131,correlated,ols,183.6064345763827,,1.7350534188188067
132,ccd,pls,3.590690643133159,5.0,0.11888034540603742
132,ccd,ols,3.590690643133159,,0.11888034540603026
132,correlated,pls,662.70613050826,4.0,0.4978734900499602
132,correlated,ols,662.70613050826,,0.8767313564130288
133,ccd,pls,3.590690643133159,6.0,0.13812040866069583
133,ccd,ols,3.590690643133159,,0.1381204086606861
133,correlated,pls,333.7374732430465,3.0,0.6643338390687111
133,correlated,ols,333.7374732430465,,1.1144543699016711
134,ccd,pls,3.590690643133159,6.0,0.20454793421270595
134,ccd,ols,3.590690643133159,,0.20454793421271028
134,correlated,pls,797.4200602794292,3.0,0.5150247877219232
134,correlated,ols,797.4200602794292,,1.475953255863109
135,ccd,pls,3.590690643133159,4.0,0.10925162826737386
135,ccd,ols,3.590690643133159,,0.10925162826736447
135,correlated,pls,346.4156511251857,6.0,0.27189750218806125
135,correlated,ols,346.4156511251857,,2.9230269887588087
136,ccd,pls,3.590690643133159,5.0,0.06014348527215924
136,ccd,ols,3.590690643133159,,0.06014348527215602
136,correlated,pls,288.69574089318945,3.0,0.5357247661119305
136,correlated,ols,288.69574089318945,,6.599327418500945
137,ccd,pls,3.590690643133159,6.0,0.21455461722012575
137,ccd,ols,3.590690643133159,,0.21455461722009966
137,correlated,pls,294.2756720770101,2.0,1.1777367333979833
137,correlated,ols,294.2756720770101,,1.1531934211425745
138,ccd,pls,3.590690643133159,8.0,0.38500161397431504
138,ccd,ols,3.590690643133159,,0.3850016139743281
138,correlated,pls,458.4522999913432,3.0,1.3189513840617613
138,correlated,ols,458.4522999913432,,0.6249131885390241
139,ccd,pls,3.590690643133159,7.0,0.056743332586572715
139,ccd,ols,3.590690643133159,,0.05674333258657923
139,correlated,pls,297.9325927003721,5.0,0.6725631623536675
139,correlated,ols,297.9325927003721,,1.2236480824009335
140,ccd,pls,3.590690643133159,9.0,0.16268593146039587
140,ccd,ols,3.590690643133159,,0.16268593146034835
140,correlated,pls,456.5600576324323,4.0,1.9717125221661778
140,correlated,ols,456.5600576324323,,9.522900795564043
141,ccd,pls,3.590690643133159,5.0,0.07796254471199565
141,ccd,ols,3.590690643133159,,0.07796254471199598
141,correlated,pls,293.1063541383535,4.0,2.9265813172565394
141,correlated,ols,293.1063541383535,,1.4305234037215064
142,ccd,pls,3.590690643133159,5.0,0.19631607719610014
142,ccd,ols,3.590690643133159,,0.19631607719609323
142,correlated,pls,758.8448430076676,5.0,1.7733077572070852
142,correlated,ols,758.8448430076676,,1.6020116968005207
143,ccd,pls,3.590690643133159,5.0,0.06378603260532177
143,ccd,ols,3.590690643133159,,0.06378603260531986
143,correlated,pls,228.8293771751956,8.0,0.779806961871609
143,correlated,ols,228.8293771751956,,2486.9219286032944
144,ccd,pls,3.590690643133159,5.0,0.20616534374133466
144,ccd,ols,3.590690643133159,,0.2061653437413268
144,correlated,pls,250.7147520057263,2.0,1.3322488995972255
144,correlated,ols,250.7147520057263,,1.2966172265359013
145,ccd,pls,3.590690643133159,6.0,0.08055380395124635
145,ccd,ols,3.590690643133159,,0.08055380395124619
145,correlated,pls,368.73256447713317,5.0,0.6009872826882172
145,correlated,ols,368.73256447713317,,2.044314167524259
146,ccd,pls,3.590690643133159,7.0,0.055607555399132126
146,ccd,ols,3.590690643133159,,0.05560755539913588
146,correlated,pls,200.18418519427482,6.0,0.7548082068157941
146,correlated,ols,200.18418519427482,,1.200041034051941
147,ccd,pls,3.590690643133159,7.0,0.0485201789976344
147,ccd,ols,3.590690643133159,,0.04852017899763425
147,correlated,pls,310.6553495575689,2.0,1.1671163324518696
147,correlated,ols,310.6553495575689,,0.8985924654763711
148,ccd,pls,3.590690643133159,4.0,0.07026286260002422
148,ccd,ols,3.590690643133159,,0.07026286260005533
148,correlated,pls,385.32076511586547,2.0,1.2748843210733487
148,correlated,ols,385.32076511586547,,4.240765736281143
149,ccd,pls,3.590690643133159,9.0,0.06310829481736022
149,ccd,ols,3.590690643133159,,0.06310829481714296
149,correlated,pls,691.2506450525277,9.0,1.4490085437975857
149,correlated,ols,691.2506450525277,,1.4490085437974285
150,ccd,pls,3.590690643133159,6.0,0.03450763358280628
150,ccd,ols,3.590690643133159,,0.0345076335828132
150,correlated,pls,208.2930165691892,9.0,1.9387125187979604
150,correlated,ols,208.2930165691892,,1.9387125187897387
151,ccd,pls,3.590690643133159,5.0,0.06474280043857741
151,ccd,ols,3.590690643133159,,0.06474280043858041
151,correlated,pls,440.2424354262762,4.0,1.4890719014240281
151,correlated,ols,440.2424354262762,,2.197580983907446
152,ccd,pls,3.590690643133159,6.0,0.13600562124971802
152,ccd,ols,3.590690643133159,,0.13600562124971116
152,correlated,pls,436.1932846862938,6.0,32.88940102340904
152,correlated,ols,436.1932846862938,,1.8844670692372412
153,ccd,pls,3.590690643133159,4.0,0.06857359791982376
153,ccd,ols,3.590690643133159,,0.06857359791982046
153,correlated,pls,474.3532055750043,7.0,12.685437931342696
153,correlated,ols,474.3532055750043,,1.8338760091971928
154,ccd,pls,3.590690643133159,7.0,0.043049299589750595
154,ccd,ols,3.590690643133159,,0.04304929958974948
154,correlated,pls,495.3523019950504,4.0,0.2274811657002058
154,correlated,ols,495.3523019950504,,1.483403584783667
155,ccd,pls,3.590690643133159,8.0,0.07004256102789702
155,ccd,ols,3.590690643133159,,0.07004256102789205
155,correlated,pls,197.5345966786638,5.0,2.0305405216621164
155,correlated,ols,197.5345966786638,,0.9705484680802362
156,ccd,pls,3.590690643133159,5.0,0.06053129211679963
156,ccd,ols,3.590690643133159,,0.06053129211679793
156,correlated,pls,389.5780964509294,5.0,1.5813187739090453
156,correlated,ols,389.5780964509294,,1.0505556863472534
157,ccd,pls,3.590690643133159,5.0,0.09760149651689598
157,ccd,ols,3.590690643133159,,0.09760149651690347
157,correlated,pls,366.5123474732512,4.0,1.2009483296617105
157,correlated,ols,366.5123474732512,,1.3437928078334225
158,ccd,pls,3.590690643133159,8.0,0.08532500784729755
158,ccd,ols,3.590690643133159,,0.08532500784718029
158,correlated,pls,304.26799887772273,6.0,0.20283062985431563
158,correlated,ols,304.26799887772273,,13.508799079641033
159,ccd,pls,3.590690643133159,6.0,0.08327583309315467
159,ccd,ols,3.590690643133159,,0.0832758330931507
159,correlated,pls,146.9510159084438,6.0,3.1958168930467674
159,correlated,ols,146.9510159084438,,5.818201546580855
160,ccd,pls,3.590690643133159,6.0,0.16737365774934115
160,ccd,ols,3.590690643133159,,0.16737365774932053
160,correlated,pls,139.49199317205603,5.0,0.7171295878884155
160,correlated,ols,139.49199317205603,,0.7572636204481314
161,ccd,pls,3.590690643133159,9.0,0.07067367300907035
161,ccd,ols,3.590690643133159,,0.07067367300916012
161,correlated,pls,446.31064942950536,4.0,1.4322985054764266
161,correlated,ols,446.31064942950536,,1.949955301262446
162,ccd,pls,3.590690643133159,6.0,0.12942324611849457
162,ccd,ols,3.590690643133159,,0.12942324611849387
162,correlated,pls,724.6076121427494,2.0,1.3201635855587874
162,correlated,ols,724.6076121427494,,1.4503502918127151
163,ccd,pls,3.590690643133159,8.0,0.1035390927627352
163,ccd,ols,3.590690643133159,,0.10353909276279087
163,correlated,pls,398.2944693008606,5.0,1.2243751836058099
163,correlated,ols,398.2944693008606,,1.905668941251616
164,ccd,pls,3.590690643133159,6.0,0.1464416653920031
164,ccd,ols,3.590690643133159,,0.1464416653919932
164,correlated,pls,460.48548078056183,4.0,1.723287667359467
164,correlated,ols,460.48548078056183,,0.46151225872687285
165,ccd,pls,3.590690643133159,5.0,0.15559461965725815
165,ccd,ols,3.590690643133159,,0.15559461965724847
165,correlated,pls,515.6607729563127,2.0,1.4988158163550953
165,correlated,ols,515.6607729563127,,2.444046455832956
166,ccd,pls,3.590690643133159,6.0,0.20115564922179258
166,ccd,ols,3.590690643133159,,0.20115564922178542
166,correlated,pls,647.1482360814579,5.0,0.6600662571185477
166,correlated,ols,647.1482360814579,,1.389962615414812
167,ccd,pls,3.590690643133159,9.0,0.1733425953953987
167,ccd,ols,3.590690643133159,,0.1733501597329865
167,correlated,pls,372.4875177924858,4.0,0.6573968449697609
167,correlated,ols,372.4875177924858,,1.7948371962300236
168,ccd,pls,3.590690643133159,5.0,0.21633116505164918
168,ccd,ols,3.590690643133159,,0.2163311650516505
168,correlated,pls,382.949968628765,2.0,1.2503643031484493
168,correlated,ols,382.949968628765,,1.2459952769888718
169,ccd,pls,3.590690643133159,5.0,0.2872205346375252
169,ccd,ols,3.590690643133159,,0.28722053463751746
169,correlated,pls,393.16194399783603,6.0,0.9505773365805199
169,correlated,ols,393.16194399783603,,3.176564171634687
170,ccd,pls,3.590690643133159,6.0,0.04098966810224724
170,ccd,ols,3.590690643133159,,0.04098966810223939
170,correlated,pls,198.0097811883215,4.0,1.3529666085224434
170,correlated,ols,198.0097811883215,,1.1360079980936966
171,ccd,pls,3.590690643133159,6.0,0.10187657004396894
171,ccd,ols,3.590690643133159,,0.1018765700439822
171,correlated,pls,307.08526773814924,4.0,0.696763578802016
171,correlated,ols,307.08526773814924,,1.6226748833037044
172,ccd,pls,3.590690643133159,9.0,0.21758004457511337
172,ccd,ols,3.590690643133159,,0.2175800445427782
172,correlated,pls,244.8400357603299,5.0,6.946560592795641
172,correlated,ols,244.8400357603299,,2.479788454597392
173,ccd,pls,3.590690643133159,5.0,0.25234154962590893
173,ccd,ols,3.590690643133159,,0.2523415496259532
173,correlated,pls,238.56961527240423,9.0,0.8215151870379812
173,correlated,ols,238.56961527240423,,0.821515187035605
174,ccd,pls,3.590690643133159,5.0,0.2937256614517928
174,ccd,ols,3.590690643133159,,0.2937256614517408
174,correlated,pls,452.1448524025755,6.0,0.9670440877674702
174,correlated,ols,452.1448524025755,,1.3519306068541483
175,ccd,pls,3.590690643133159,6.0,0.228519281835213
175,ccd,ols,3.590690643133159,,0.22851928183521117
175,correlated,pls,243.27657277382383,7.0,0.8752839446896205
175,correlated,ols,243.27657277382383,,1.1876884747422622
176,ccd,pls,3.590690643133159,5.0,0.15940446955702905
176,ccd,ols,3.590690643133159,,0.15940446955702584
176,correlated,pls,398.3873137718406,8.0,1.0062856833560212
176,correlated,ols,398.3873137718406,,0.9612532446001784
177,ccd,pls,3.590690643133159,6.0,0.07295876915267382
177,ccd,ols,3.590690643133159,,0.07295876915267323
177,correlated,pls,368.56510502985736,6.0,0.5472451853510507
177,correlated,ols,368.56510502985736,,0.8747495947231698
178,ccd,pls,3.590690643133159,8.0,0.11072139110461944
178,ccd,ols,3.590690643133159,,0.11072139110446816
178,correlated,pls,294.98375794972515,5.0,4.3023385828419904
178,correlated,ols,294.98375794972515,,1.6875568739776174
179,ccd,pls,3.590690643133159,5.0,0.058575448882398934
179,ccd,ols,3.590690643133159,,0.058575448882398636
179,correlated,pls,439.5442370195851,2.0,1.4445528459315815
179,correlated,ols,439.5442370195851,,1.7236918262716832
180,ccd,pls,3.590690643133159,5.0,0.10140415420307362
180,ccd,ols,3.590690643133159,,0.10140415420307644
180,correlated,pls,519.2078636340543,4.0,1.1337819504474362
180,correlated,ols,519.2078636340543,,1.2963898530018243
181,ccd,pls,3.590690643133159,3.0,0.1533778101330559
181,ccd,ols,3.590690643133159,,0.15337781013305424
181,correlated,pls,443.5912120517859,4.0,2.8383896173912193
181,correlated,ols,443.5912120517859,,0.903353250261795
182,ccd,pls,3.590690643133159,5.0,0.21914327402836198
182,ccd,ols,3.590690643133159,,0.21914327402837186
182,correlated,pls,516.246954371511,8.0,1.2594257206576775
182,correlated,ols,516.246954371511,,1.2638837059376105
183,ccd,pls,3.590690643133159,3.0,0.04021460564791262
183,ccd,ols,3.590690643133159,,0.040214605647908366
183,correlated,pls,299.114841808179,2.0,1.4990259845214207
183,correlated,ols,299.114841808179,,1.1633136804513495
184,ccd,pls,3.590690643133159,8.0,0.19561223464098734
184,ccd,ols,3.590690643133159,,0.19561223464062993
184,correlated,pls,190.59652729342884,5.0,5.0984545775062635
184,correlated,ols,190.59652729342884,,0.9178078172988424
185,ccd,pls,3.590690643133159,5.0,0.08130426085406671
185,ccd,ols,3.590690643133159,,0.08130426085407566
185,correlated,pls,556.5770586161631,3.0,0.5388941994480854
185,correlated,ols,556.5770586161631,,0.31391096985518196
186,ccd,pls,3.590690643133159,7.0,0.169245490482886
186,ccd,ols,3.590690643133159,,0.16924549048287546
186,correlated,pls,233.6294531980726,4.0,0.5775222925798118
186,correlated,ols,233.6294531980726,,1.4580715936361497
187,ccd,pls,3.590690643133159,6.0,0.15876426251257877
187,ccd,ols,3.590690643133159,,0.15876426251258638
187,correlated,pls,227.27429293451928,8.0,1.7353681164823136
187,correlated,ols,227.27429293451928,,1.7395719147823008
188,ccd,pls,3.590690643133159,7.0,0.24866456236755202
188,ccd,ols,3.590690643133159,,0.24866456236756168
188,correlated,pls,264.0413555620499,5.0,2.8161835432329525
188,correlated,ols,264.0413555620499,,6.781691817702407
189,ccd,pls,3.590690643133159,6.0,0.40790882935858713
189,ccd,ols,3.590690643133159,,0.40790882935859796
189,correlated,pls,268.7441249462213,7.0,0.604648074557465
189,correlated,ols,268.7441249462213,,1.055555403860669
190,ccd,pls,3.590690643133159,8.0,0.14375881617283193
190,ccd,ols,3.590690643133159,,0.14375881617285124
190,correlated,pls,749.7819591816345,2.0,1.3238364144177934
190,correlated,ols,749.7819591816345,,2.02272450174487
191,ccd,pls,3.590690643133159,8.0,0.20662872782513672
191,ccd,ols,3.590690643133159,,0.20662872782514263
191,correlated,pls,235.65853099062787,5.0,2.688801916373725
191,correlated,ols,235.65853099062787,,1.3160850673840836
192,ccd,pls,3.590690643133159,5.0,0.16170250111303308
192,ccd,ols,3.590690643133159,,0.16170250111301995
192,correlated,pls,73.44701406912944,6.0,1.3384403108105456
192,correlated,ols,73.44701406912944,,0.39817382406137475
193,ccd,pls,3.590690643133159,6.0,0.13649729052053816
193,ccd,ols,3.590690643133159,,0.1364972905205418
193,correlated,pls,1177.1935688087265,2.0,1.263532222336804
193,correlated,ols,1177.1935688087265,,1.39146281790343
194,ccd,pls,3.590690643133159,7.0,0.06867583733035354
194,ccd,ols,3.590690643133159,,0.06867583733035461
194,correlated,pls,544.3026470970871,8.0,2.670231347130998
194,correlated,ols,544.3026470970871,,0.8666799921836933
195,ccd,pls,3.590690643133159,7.0,0.09459861969323337
195,ccd,ols,3.590690643133159,,0.0945986196932248
195,correlated,pls,190.5510381381144,7.0,0.31726355247748633
195,correlated,ols,190.5510381381144,,4.066477036101208
196,ccd,pls,3.590690643133159,5.0,0.13638158739291875
196,ccd,ols,3.590690643133159,,0.13638158739291875
196,correlated,pls,171.28400549802447,4.0,0.5868694599256752
196,correlated,ols,171.28400549802447,,0.9584899321460567
197,ccd,pls,3.590690643133159,5.0,0.09694675121589234
197,ccd,ols,3.590690643133159,,0.09694675121589524
197,correlated,pls,386.2081785531744,5.0,1.4345889886699865
197,correlated,ols,386.2081785531744,,2.653066326263634
198,ccd,pls,3.590690643133159,6.0,0.0690419919772143
198,ccd,ols,3.590690643133159,,0.06904199197721644
198,correlated,pls,362.189982842833,3.0,0.638192721045625
198,correlated,ols,362.189982842833,,0.7735066781414542
199,ccd,pls,3.590690643133159,5.0,0.12822674106953105
199,ccd,ols,3.590690643133159,,0.12822674106953047
199,correlated,pls,356.0023410398219,5.0,1.6378354416316032
199,correlated,ols,356.0023410398219,,0.9846521566843309
