wafer_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13
wf0245,554.492,549.911,617.667,551.378,553.637,615.56,622.723,610.407,612.376,613.307,611.288,613.446,608.879
wf0246,647.294,624.164,661.693,633.652,634.587,658.954,660.065,651.993,654.1,641.052,637.689,642.718,630.575
wf0247,614.42,590.636,623.833,602.309,603.372,623.806,632.976,625.807,623.856,602.186,601.634,603.884,598.341
wf0248,610.21,596.543,619.198,606.743,605.48,614.086,615.916,616.494,612.81,592.251,595.74,592.473,589.705
wf0249,623.109,601.817,626.96,611.642,610.072,627.908,633.103,628.931,628.184,606.892,605.161,610.222,602.278
wf0250,628.249,606.559,614.853,623.263,619.127,643.64,648.286,640.517,642.851,620.942,611.926,615.571,613.132
wf0251,631.114,609.582,614.18,616.521,622.012,638.711,646.979,639.979,641.4,618.28,615.547,617.001,615.523
wf0252,633.908,625.577,621.193,620.804,635.257,644.711,655.538,647.471,644.456,624.305,619.732,617.98,619.221
wf0253,635.98,620.735,628.12,626.649,631.588,645.311,660.362,649.915,651.24,623.824,616.186,624.54,621.861
wf0254,567.761,557.943,587.44,562.823,561.573,595.242,598.89,589.887,589.213,562.46,566.886,564.449,562.559
wf0255,568.214,554.493,587.757,563.691,562.649,586.561,595.489,588.017,585.744,565.223,565.103,562.671,562.232
wf0256,593.292,580.619,615.812,585.264,589.94,617.017,625.458,621.612,616.212,590.564,594.053,596.157,585.713
wf0257,625.66,609.082,640.82,613.89,616.463,639.573,649.011,638.17,637.626,616.904,616.847,616.993,611.979
wf0258,633.38,624.656,670.16,629.986,640.822,666.794,675.221,667.773,668.693,653.413,650.819,654.229,648.197
wf0259,648.801,639.245,689.691,636.552,647.219,688.426,699.35,689.932,684.847,669.428,671.129,678.903,665.627
wf0260,655.81,644.313,692.864,641.974,653.584,699.115,706.783,701.026,704.945,682.37,681.72,685.531,679.025
wf0261,667.648,644.861,695.832,654.718,656.21,712.522,719.378,709.398,709.296,692.871,689.167,694.207,686.392
