wafer_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13
wf0245,660.406,650.35,630.235,605.376,660.947,612.443,633.861,649.932,644.806,634.596,634.619,621.177,619.861
wf0246,642.591,676.013,669.959,627.856,718.699,680.313,695.042,698.235,697.471,660.986,669.731,705.387,679.041
wf0247,677.371,667.283,669.099,699.027,686.678,682.315,640.528,670.778,675.521,664.606,646.351,669.004,652.242
wf0248,638.381,635.077,630.209,659.932,645.463,692.798,659.238,665.409,678.37,637.066,673.06,677.166,661.302
wf0249,638.443,643.806,672.358,624.687,638.048,620.318,643.558,640.633,622.63,628.951,648.971,638.356,654.481
wf0250,628.221,638.404,627.452,632.931,607.496,645.664,637.136,651.421,619.094,608.722,662.684,614.816,636.645
wf0251,636.098,637.109,606.14,647.516,649.125,636.324,617.641,664.495,632.978,644.793,643.933,653.796,645.981
wf0252,610.735,633.222,651.721,661.245,636.957,652.978,644.065,667.282,655.623,649.333,657.223,641.191,650.159
wf0253,659.086,667.211,662.659,663.277,682.938,656.585,678.754,641.835,692.4,647.313,667.535,663.286,675.666
wf0254,648.871,625.76,668.236,659.156,660.23,679.073,649.602,669.582,663.003,630.053,674.284,670.33,681.966
wf0255,594.52,639.887,617.461,637.6,604.616,637.003,636.029,618.73,625.822,612.584,608.122,652.26,615.107
wf0256,625.97,640.035,597.962,638.555,609.044,618.974,615.936,647.6,656.826,630.023,585.394,651.761,630.286
wf0257,647.267,645.5,653.588,633.313,655.148,621.965,615.949,632.493,629.642,650.945,594.082,638.362,601.208
wf0258,628.905,637.818,644.305,637.937,656.444,653.523,631.58,632.716,663.563,633.979,663.965,666.589,620.441
wf0259,692.007,682.091,673.395,692.606,671.614,664.524,671.406,692.508,679.4,662.887,657.931,606.476,685.199
wf0260,626.163,598.329,611.599,594.293,610.076,624.731,612.781,636.08,604.625,636.256,608.831,632.702,641.008
wf0261,611.76,660.411,642.458,637.349,626.952,605.309,626.182,608.909,622.629,629.413,608.336,600.422,598.015
